0	1
1	2
2	2
3	1
4	2
5	1
6	3
8	1
9	1
10	1
11	2
12	2
13	2
14	4
15	2
16	5
17	1
18	1
19	2
20	5
21	2
22	4
24	3
25	4
26	3
27	2
31	2
32	2
33	3
34	3
35	2
39	1
40	2
41	2
43	1
44	1
45	1
46	3
47	1
48	3
49	2
50	2
51	2
54	3
55	3
56	1
57	1
58	2
59	3
60	1
61	5
62	1
63	2
64	2
66	4
67	1
68	1
69	1
70	3
72	2
73	3
74	1
75	2
76	2
79	3
80	1
82	5
83	1
84	1
85	3
86	4
87	3
88	3
89	1
91	1
92	2
93	1
94	1
95	3
97	2
98	2
99	2
101	2
102	2
104	2
105	2
107	4
108	1
109	5
110	5
112	2
113	4
114	4
115	1
116	1
117	2
118	1
119	1
120	1
121	4
122	2
123	1
124	1
126	2
127	1
128	2
129	2
130	4
131	3
132	3
133	2
134	3
135	1
136	1
138	3
139	2
140	1
141	2
143	1
144	1
145	3
146	1
147	2
148	3
149	1
152	1
153	2
154	2
155	2
156	3
157	1
158	1
159	5
160	3
161	1
162	2
163	1
164	1
165	1
166	2
168	2
169	4
170	4
172	3
173	3
174	2
175	2
176	1
177	3
178	3
179	2
180	1
181	2
182	3
184	3
185	1
186	2
187	1
188	4
189	1
190	1
191	1
192	1
193	5
194	1
196	4
197	4
198	1
199	1
200	3
201	1
202	1
203	2
204	1
205	3
206	1
207	1
208	2
209	1
210	2
211	1
212	3
213	2
214	2
215	3
216	4
217	2
218	4
220	6
221	3
223	1
224	1
225	1
226	1
228	2
229	1
230	2
231	4
232	2
233	1
234	4
235	4
236	1
239	2
240	2
241	2
242	1
243	1
246	1
247	1
248	1
249	1
250	6
251	1
252	2
253	1
254	2
255	1
256	2
258	4
259	2
261	2
262	1
263	2
264	1
265	1
266	2
267	1
269	2
271	1
272	1
273	4
274	1
275	1
277	1
278	3
279	4
281	3
282	2
283	3
284	2
285	2
287	2
289	2
290	1
291	1
293	1
295	1
297	2
298	2
299	3
300	3
301	2
303	3
304	1
307	5
308	3
309	1
310	1
311	2
313	2
316	1
318	1
319	1
320	2
321	2
323	1
325	2
326	1
327	1
329	2
330	3
333	1
334	1
336	1
339	1
340	1
342	2
343	1
345	3
346	1
347	1
350	5
356	1
357	1
359	1
362	1
364	1
366	1
367	1
377	1
381	1
386	1
395	1
402	1
404	1
409	1
421	1
429	1
436	1
