count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
18478      0.8382706528149526     18478.0                2          1    1    1    1    2    2    2    2    2    
463        0.021004400489951457   1703.9999999999582     4          2    2    2    2    3    3    1    4    4    
1220       0.055346368461643154   1220.0                 3          1    1    1    1    2    2    3    3    3    
1177       0.05339563580274917    1177.0                 3          2    2    2    2    3    3    1    3    3    
333        0.015106836637481287   333.0                  3          1    1    2    2    3    3    3    3    3    
146        0.006623417865081886   146.0                  1          1    1    1    1    1    1    1    1    1    
76         0.003447806559905639   94.88888888888886      4          1    1    2    2    3    3    4    4    4    
94         0.0042643923240938165  94.0                   3          1    1    1    1    2    2    2    3    3    
34         0.0015424397767998912  34.0                   4          2    2    3    3    4    4    1    4    4    
20         9.073175157646419E-4   21.88888888888889      5          2    2    3    3    4    4    1    5    5    
2          9.073175157646419E-5   2.0                    4          1    1    2    2    3    3    3    4    4    

