count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
1327       0.08580666020045263    13579.888888890935     6          4    4    5    5    1    2    3    6    6    
657        0.04248302618816683    11654.305555556846     8          1    2    8    8    3    4    5    6    7    
1831       0.11839637892014225    11492.33333333498      9          1    2    3    4    5    6    7    8    9    
2140       0.1383769802780472     10602.027777779074     7          6    6    1    2    3    4    5    7    7    
1928       0.12466860653087618    8244.722222222468      8          8    8    1    2    3    4    5    6    7    
1528       0.09880375040413837    6228.8333333335095     8          1    2    3    4    5    6    7    8    8    
917        0.0592951826705464     4360.694444444234      7          6    6    7    7    1    2    3    4    5    
662        0.04280633688975105    4306.694444444276      6          4    4    1    2    5    5    3    6    6    
686        0.04435822825735532    2821.9166666665687     7          1    2    6    6    3    4    5    7    7    
314        0.020303912059489167   2706.2777777776732     7          1    2    3    4    6    6    5    7    7    
526        0.0340122858066602     2268.472222222178      5          2    2    3    3    4    4    1    5    5    
427        0.027610733915292597   1533.0277777777796     7          6    6    1    2    7    7    3    4    5    
146        0.009440672486259296   1532.9999999999686     7          1    2    6    6    7    7    3    4    5    
281        0.0181700614290333     1515.2499999999773     8          1    2    3    4    8    8    5    6    7    
42         0.0027158098933074684  1486.6111111111109     8          1    8    8    2    3    4    5    6    7    
54         0.0034917555771096023  1282.5833333333273     7          1    6    6    2    3    4    5    7    7    
193        0.012479793081150986   805.2222222222224      6          1    2    4    4    5    5    3    6    6    
26         0.0016812156482379566  646.3055555555565      6          1    4    4    2    5    5    3    6    6    
111        0.007177497575169738   610.1388888888898      5          3    3    3    1    4    4    2    5    5    
38         0.0024571613320400905  566.7500000000023      5          2    2    3    3    4    1    4    5    5    
42         0.0027158098933074684  557.8611111111134      6          4    4    1    2    5    3    5    6    6    
37         0.002392499191723246   546.3611111111137      7          6    6    1    2    7    3    7    4    5    
131        0.008470740381506628   513.0000000000025      7          7    7    7    1    2    3    4    5    6    
246        0.015906886517943745   500.3333333333355      6          4    4    5    5    6    6    1    2    3    
85         0.005496281926931782   482.33333333333644     5          3    3    1    2    4    4    4    5    5    
4          2.5864856126737795E-4  326.44444444444514     6          1    2    4    4    3    5    5    6    6    
40         0.0025864856126737797  324.77777777777976     6          5    5    5    1    6    6    2    3    4    
25         0.0016165535079211122  322.44444444444565     7          1    2    3    4    6    5    6    7    7    
221        0.014290333010022633   320.4166666666671      6          5    5    5    1    2    3    4    6    6    
19         0.0012285806660200453  259.41666666666725     5          3    3    4    4    5    5    5    1    2    
8          5.172971225347559E-4   247.22222222222297     6          1    2    5    5    6    6    6    3    4    
2          1.2932428063368897E-4  244.55555555555543     5          3    1    3    2    4    4    4    5    5    
19         0.0012285806660200453  237.55555555555569     7          6    1    2    6    3    4    5    7    7    
78         0.00504364694471387    219.4722222222224      4          1    1    2    2    3    3    3    4    4    
18         0.0011639185257032007  183.30555555555557     8          8    1    2    8    3    4    5    6    7    
17         0.0010992563853863564  175.88888888888897     6          4    4    5    5    6    1    6    2    3    
10         6.466214031684449E-4   162.77777777777783     6          4    5    5    4    1    2    3    6    6    
16         0.0010345942450695118  160.5833333333334      4          2    2    2    1    3    3    3    4    4    
12         7.759456838021338E-4   159.55555555555566     6          4    1    2    4    5    5    3    6    6    
10         6.466214031684449E-4   157.86111111111126     7          1    6    6    2    7    7    3    4    5    
29         0.00187520206918849    157.5000000000001      7          7    7    1    7    2    3    4    5    6    
46         0.0029744584545748462  154.8055555555557      6          5    5    1    5    2    3    4    6    6    
34         0.0021985127707727127  149.91666666666674     6          5    5    1    2    6    6    6    3    4    
13         8.406078241189783E-4   149.69444444444454     8          8    1    8    2    3    4    5    6    7    
16         0.0010345942450695118  145.44444444444463     7          7    1    7    7    2    3    4    5    6    
1          6.466214031684449E-5   142.75000000000009     7          1    2    6    6    3    4    7    7    5    
12         7.759456838021338E-4   136.6944444444446      6          4    4    1    2    3    5    5    6    6    
1          6.466214031684449E-5   135.25000000000023     7          6    6    1    2    3    4    7    5    7    
8          5.172971225347559E-4   122.52777777777796     6          1    2    4    4    5    3    5    6    6    
7          4.5263498221791143E-4  117.25000000000011     8          1    2    3    4    5    8    8    6    7    
4          2.5864856126737795E-4  112.33333333333346     6          4    5    5    4    6    6    1    2    3    
18         0.0011639185257032007  111.72222222222236     7          1    2    3    4    7    7    7    5    6    
25         0.0016165535079211122  109.83333333333337     7          6    1    6    2    3    4    5    7    7    
22         0.0014225670869705788  104.91666666666673     5          1    2    3    3    4    4    4    5    5    
6          3.879728419010669E-4   100.11111111111117     6          4    1    4    2    5    5    3    6    6    
8          5.172971225347559E-4   94.6388888888889       7          6    1    6    2    7    7    3    4    5    
11         7.112835434852894E-4   79.7777777777778       5          3    3    1    3    4    4    2    5    5    
4          2.5864856126737795E-4  75.38888888888883      7          6    1    2    6    7    7    3    4    5    
17         0.0010992563853863564  71.88888888888886      6          5    5    1    2    3    4    6    6    6    
6          3.879728419010669E-4   64.44444444444439      5          3    3    3    1    4    2    4    5    5    
9          5.819592628516004E-4   64.44444444444439      7          6    6    1    2    3    7    7    4    5    
11         7.112835434852894E-4   60.88888888888884      8          1    2    3    4    8    5    8    6    7    
2          1.2932428063368897E-4  60.416666666666615     5          3    1    2    3    4    4    4    5    5    
7          4.5263498221791143E-4  56.99999999999996      7          1    2    3    4    5    6    7    7    7    
8          5.172971225347559E-4   56.36111111111108      7          1    2    6    6    7    3    7    4    5    
22         0.0014225670869705788  55.33333333333331      6          5    1    5    5    2    3    4    6    6    
5          3.2331070158422246E-4  54.47222222222218      7          1    6    2    6    3    4    5    7    7    
8          5.172971225347559E-4   53.36111111111108      7          6    7    7    6    1    2    3    4    5    
17         0.0010992563853863564  47.749999999999986     5          3    1    3    3    4    4    2    5    5    
14         9.052699644358229E-4   46.77777777777774      5          3    3    4    4    1    2    5    5    5    
23         0.0014872292272874231  43.4722222222222       6          1    2    3    4    5    5    5    6    6    
7          4.5263498221791143E-4  39.27777777777777      5          4    4    4    4    1    2    3    5    5    
3          1.9398642095053346E-4  35.44444444444443      6          1    5    5    5    6    6    2    3    4    
1          6.466214031684449E-5   35.36111111111109      6          1    4    2    4    5    5    3    6    6    
3          1.9398642095053346E-4  34.8611111111111       6          1    2    5    5    3    4    6    6    6    
1          6.466214031684449E-5   33.72222222222222      7          1    2    6    6    3    7    7    4    5    
7          4.5263498221791143E-4  32.777777777777786     4          2    2    1    2    3    3    3    4    4    
9          5.819592628516004E-4   31.94444444444444      6          1    5    5    5    2    3    4    6    6    
9          5.819592628516004E-4   29.83333333333333      5          2    2    3    3    1    4    4    5    5    
