count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
4236       0.27390882638215325    10696.472222223032     4          2    2    2    2    3    3    1    4    4    
2984       0.19295182670546396    3854.277777777728      3          1    1    1    1    2    2    3    3    3    
1528       0.09880375040413837    3718.833333333188      5          2    2    3    3    4    4    1    5    5    
565        0.03653410927901714    3401.888888888762      5          4    4    4    4    1    2    3    5    5    
2688       0.17381183317167798    2884.4999999999927     3          1    1    1    1    2    2    2    3    3    
732        0.047332686711930166   1417.333333333335      4          1    1    2    2    3    3    4    4    4    
158        0.010216618170061429   1395.5833333333255     6          4    4    1    2    5    5    3    6    6    
295        0.019075331393469123   1077.666666666657      6          4    4    5    5    1    2    3    6    6    
565        0.03653410927901714    788.1111111111086      4          1    1    2    2    3    3    3    4    4    
45         0.002909796314258002   436.61111111111427     5          3    3    1    2    4    4    5    5    5    
418        0.027028774652440996   424.41666666666674     2          1    1    1    1    2    2    2    2    2    
170        0.010992563853863564   390.3333333333348      5          3    3    3    1    4    4    2    5    5    
237        0.015324927255092144   319.4999999999999      4          3    3    3    3    1    2    4    4    4    
34         0.0021985127707727127  220.4722222222224      7          6    6    1    2    3    4    5    7    7    
12         7.759456838021338E-4   206.97222222222229     7          6    6    7    7    1    2    3    4    5    
85         0.005496281926931782   181.22222222222217     5          3    3    4    4    1    2    5    5    5    
78         0.00504364694471387    156.3888888888889      4          2    2    2    1    3    3    3    4    4    
47         0.003039120594891691   153.63888888888906     5          3    3    1    3    4    4    2    5    5    
5          3.2331070158422246E-4  130.36111111111137     7          1    2    3    4    6    6    5    7    7    
22         0.0014225670869705788  123.22222222222238     5          2    2    3    3    4    1    4    5    5    
17         0.0010992563853863564  122.61111111111111     6          6    6    6    6    1    2    3    4    5    
9          5.819592628516004E-4   122.08333333333334     5          3    3    4    4    5    5    5    1    2    
64         0.004138376980278047   115.88888888888899     4          2    2    2    1    3    3    4    4    4    
12         7.759456838021338E-4   102.08333333333339     4          3    3    3    3    4    4    4    1    2    
41         0.002651147752990624   95.16666666666674      5          4    4    4    4    5    5    1    2    3    
60         0.0038797284190106693  73.22222222222224      3          1    1    2    2    3    3    3    3    3    
21         0.0013579049466537342  68.08333333333329      4          2    2    1    2    3    3    3    4    4    
19         0.0012285806660200453  65.83333333333329      6          1    2    4    4    5    5    3    6    6    
23         0.0014872292272874231  65.19444444444441      6          4    4    5    5    6    6    1    2    3    
45         0.002909796314258002   64.5833333333333       5          3    3    1    2    4    4    4    5    5    
27         0.0017458777885548012  60.36111111111108      4          2    2    1    2    3    3    4    4    4    
43         0.002780472033624313   58.027777777777764     4          2    2    2    2    3    1    3    4    4    
30         0.0019398642095053346  53.44444444444442      6          5    5    5    1    2    3    4    6    6    
