count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
10         6.466214031684449E-4   19.361111111111107     6          4    4    1    2    3    5    5    6    6    
3          1.9398642095053346E-4  18.72222222222222      4          2    2    1    2    3    3    3    4    4    
10         6.466214031684449E-4   18.527777777777775     4          2    2    2    1    3    3    3    4    4    
3          1.9398642095053346E-4  17.88888888888889      6          1    5    5    5    2    3    4    6    6    
1          6.466214031684449E-5   17.72222222222222      5          1    4    4    4    5    5    5    2    3    
3          1.9398642095053346E-4  16.916666666666664     6          4    4    5    5    1    6    6    2    3    
2          1.2932428063368897E-4  16.0                   7          1    2    6    6    3    7    7    4    5    
1          6.466214031684449E-5   15.083333333333336     6          5    1    5    2    6    6    6    3    4    
2          1.2932428063368897E-4  14.277777777777777     5          4    1    4    4    5    5    5    2    3    
5          3.2331070158422246E-4  13.305555555555555     7          6    1    6    2    7    7    3    4    5    
2          1.2932428063368897E-4  12.249999999999998     6          1    2    4    4    3    5    5    6    6    
1          6.466214031684449E-5   12.222222222222223     6          1    5    2    5    6    6    6    3    4    
4          2.5864856126737795E-4  11.333333333333332     5          1    3    3    3    4    4    2    5    5    
3          1.9398642095053346E-4  10.444444444444445     8          1    8    2    8    3    4    5    6    7    
2          1.2932428063368897E-4  10.416666666666666     6          5    1    5    5    6    6    2    3    4    
5          3.2331070158422246E-4  9.63888888888889       6          1    2    5    5    6    6    6    3    4    
4          2.5864856126737795E-4  8.63888888888889       6          4    5    5    4    1    2    3    6    6    
5          3.2331070158422246E-4  7.805555555555555      5          4    4    4    1    5    5    5    2    3    
1          6.466214031684449E-5   7.638888888888889      7          6    7    6    7    1    2    3    4    5    
3          1.9398642095053346E-4  6.666666666666667      8          1    2    3    4    5    6    8    8    7    
1          6.466214031684449E-5   6.527777777777778      5          2    2    3    3    4    4    5    5    1    
1          6.466214031684449E-5   5.722222222222222      6          5    5    5    1    2    6    6    3    4    
1          6.466214031684449E-5   5.694444444444445      5          3    3    1    3    4    2    4    5    5    
4          2.5864856126737795E-4  4.972222222222222      5          3    3    1    3    4    4    2    5    5    
1          6.466214031684449E-5   4.777777777777778      5          3    4    4    3    5    5    5    1    2    
1          6.466214031684449E-5   4.694444444444445      7          1    2    3    4    5    6    6    7    7    
2          1.2932428063368897E-4  3.888888888888889      5          3    3    4    4    1    2    5    5    5    
2          1.2932428063368897E-4  3.833333333333333      6          1    4    4    2    5    3    5    6    6    
1          6.466214031684449E-5   3.7499999999999996     6          5    1    5    5    2    6    6    3    4    
2          1.2932428063368897E-4  2.9444444444444446     4          2    1    2    2    3    3    3    4    4    
2          1.2932428063368897E-4  2.0                    6          1    5    5    2    6    6    6    3    4    
1          6.466214031684449E-5   1.9444444444444444     7          6    1    2    6    3    7    7    4    5    
1          6.466214031684449E-5   1.0                    4          1    1    2    2    3    3    4    4    4    
1          6.466214031684449E-5   1.0                    6          4    5    4    5    1    2    3    6    6    
1          6.466214031684449E-5   1.0                    5          3    1    3    3    4    2    4    5    5    
1          6.466214031684449E-5   1.0                    7          1    2    6    6    3    4    7    5    7    
1          6.466214031684449E-5   1.0                    6          5    5    1    5    6    6    2    3    4    
1          6.466214031684449E-5   1.0                    5          2    3    3    2    4    4    5    5    1    

