count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
1971       0.12324912456228114    14796.722222224842     6          4    4    5    5    1    2    3    6    6    
303        0.01894697348674337    14179.611111113178     7          6    6    1    2    7    7    3    4    5    
925        0.057841420710355175   12941.277777779718     7          1    2    6    6    3    4    5    7    7    
2117       0.13237868934467234    12145.805555557423     7          6    6    1    2    3    4    5    7    7    
1365       0.08535517758879439    9888.777777778549      8          1    2    3    4    5    6    7    8    8    
2575       0.16101800900450225    8879.833333334149      8          8    8    1    2    3    4    5    6    7    
2171       0.1357553776888444     6018.027777777764      9          1    2    3    4    5    6    7    8    9    
1058       0.06615807903951976    4064.111111110943      8          1    2    8    8    3    4    5    6    7    
1761       0.1101175587793897     3185.4722222221503     7          6    6    7    7    1    2    3    4    5    
473        0.029577288644322162   1637.5277777777483     5          2    2    3    3    4    4    1    5    5    
128        0.0080040020010005     1162.1666666666483     7          1    2    6    6    7    7    3    4    5    
260        0.016258129064532265   1030.3055555555588     6          4    4    5    5    6    6    1    2    3    
183        0.011443221610805403   820.99999999999        7          1    2    3    4    6    6    5    7    7    
310        0.019384692346173085   654.8333333333366      6          4    4    1    2    5    5    3    6    6    
189        0.0118184092046023     331.4166666666677      8          1    2    3    4    8    8    5    6    7    
139        0.00869184592296148    149.16666666666669     6          1    2    4    4    5    5    3    6    6    
3          1.8759379689844922E-4  133.2500000000002      6          5    1    5    5    2    3    4    6    6    
20         0.0012506253126563281  50.69444444444443      6          5    5    1    5    2    3    4    6    6    
16         0.0010005002501250625  29.972222222222218     7          7    7    1    7    2    3    4    5    6    
6          3.7518759379689845E-4  16.277777777777775     7          1    6    2    6    3    4    5    7    7    
1          6.25312656328164E-5    9.472222222222223      6          1    4    2    4    5    5    3    6    6    
5          3.1265632816408203E-4  5.916666666666667      5          3    3    1    3    4    4    2    5    5    
2          1.250625312656328E-4   3.9444444444444446     7          7    7    7    1    2    3    4    5    6    
2          1.250625312656328E-4   3.861111111111111      8          1    8    2    8    3    4    5    6    7    
2          1.250625312656328E-4   2.9166666666666665     6          5    5    5    1    2    3    4    6    6    
1          6.25312656328164E-5    2.861111111111111      6          1    2    5    5    3    4    6    6    6    
1          6.25312656328164E-5    2.833333333333333      7          6    1    2    6    3    4    5    7    7    
1          6.25312656328164E-5    1.9722222222222223     6          5    5    1    2    3    4    6    6    6    
1          6.25312656328164E-5    1.9722222222222223     8          8    1    2    8    3    4    5    6    7    
1          6.25312656328164E-5    1.0                    5          3    3    1    2    4    4    5    5    5    
1          6.25312656328164E-5    1.0                    6          1    4    4    2    5    5    3    6    6    
1          6.25312656328164E-5    1.0                    5          3    1    3    3    4    4    2    5    5    

