count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
181        0.01131815907953977    14770.416666669946     7          6    6    1    2    7    7    3    4    5    
448        0.02801400700350175    14550.972222222916     6          4    4    5    5    1    2    3    6    6    
365        0.02282391195597799    14482.833333336257     7          1    2    6    6    3    4    5    7    7    
1104       0.06903451725862932    14312.305555558927     8          1    2    3    4    5    6    7    8    8    
7525       0.47054777388694347    13556.555555557148     9          1    2    3    4    5    6    7    8    9    
2795       0.17477488744372185    6169.41666666674       8          8    8    1    2    3    4    5    6    7    
765        0.04783641820910455    3304.8333333332025     7          6    6    1    2    3    4    5    7    7    
880        0.05502751375687844    2638.416666666602      7          6    6    7    7    1    2    3    4    5    
1182       0.073911955977989      1792.1666666666547     8          1    2    8    8    3    4    5    6    7    
243        0.015195097548774386   699.083333333334       8          1    2    3    4    8    8    5    6    7    
89         0.00556528264132066    456.0555555555581      5          2    2    3    3    4    4    1    5    5    
111        0.0069409704852426216  366.6944444444461      6          4    4    5    5    6    6    1    2    3    
81         0.005065032516258129   273.7777777777786      7          1    2    3    4    6    6    5    7    7    
40         0.0025012506253126563  185.50000000000048     6          1    2    4    4    5    5    3    6    6    
73         0.0045647823911955975  151.86111111111111     7          1    2    6    6    7    7    3    4    5    
76         0.004752376188094047   87.02777777777779      6          4    4    1    2    5    5    3    6    6    
7          4.3771885942971487E-4  28.527777777777775     8          1    8    2    8    3    4    5    6    7    
10         6.253126563281641E-4   22.499999999999996     7          7    7    1    7    2    3    4    5    6    
1          6.25312656328164E-5    13.861111111111107     7          1    6    2    6    7    7    3    4    5    
1          6.25312656328164E-5    12.250000000000002     7          1    6    2    6    3    4    5    7    7    
9          5.627813906953476E-4   11.805555555555555     6          5    5    1    5    2    3    4    6    6    
2          1.250625312656328E-4   2.9166666666666665     8          8    1    2    8    3    4    5    6    7    
2          1.250625312656328E-4   2.0                    7          7    7    7    1    2    3    4    5    6    
1          6.25312656328164E-5    1.0                    5          3    3    1    3    4    4    2    5    5    
1          6.25312656328164E-5    1.0                    6          5    1    5    5    2    3    4    6    6    

