count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
5199       0.22206560738083034    15607.888888891466     5          2    2    3    3    4    4    1    5    5    
5136       0.2193746796514608     10560.555555556033     6          4    4    5    5    1    2    3    6    6    
2059       0.08794635229796685    7050.666666667132      5          4    4    4    4    1    2    3    5    5    
2526       0.1078933880061507     5077.305555555431      4          2    2    2    2    3    3    1    4    4    
1205       0.0514693319665129     4607.916666666632      5          3    3    4    4    1    2    5    5    5    
1831       0.07820775670596275    2986.833333333292      4          1    1    2    2    3    3    4    4    4    
1296       0.055356227575602254   2572.888888888835      7          6    6    7    7    1    2    3    4    5    
92         0.0039296087476507775  2411.2777777777032     7          6    6    1    2    3    4    5    7    7    
621        0.026524859046642747   2367.027777777727      4          3    3    3    3    1    2    4    4    4    
1343       0.05736374508798907    1684.583333333338      3          1    1    1    1    2    2    3    3    3    
120        0.005125576627370579   1201.6944444444364     6          4    4    5    5    1    2    6    6    3    
832        0.035537331283102686   1184.6944444444382     6          4    4    5    5    6    6    1    2    3    
2          8.542627712284299E-5   1072.222222222209      9          1    2    3    4    5    6    7    8    9    
271        0.011575260550145225   734.4722222222176      5          4    4    4    4    5    5    1    2    3    
379        0.016188279514778747   473.75000000000074     6          6    6    6    6    1    2    3    4    5    
53         0.002263796343755339   339.5833333333345      5          2    2    3    3    4    4    5    1    5    
60         0.0025627883136852894  264.22222222222223     6          4    4    1    2    5    5    3    6    6    
11         4.698445241756364E-4   241.27777777777786     8          1    2    8    8    3    4    5    6    7    
49         0.0020929437895096533  233.61111111111083     6          4    4    5    5    1    2    6    3    6    
14         5.979839398599009E-4   170.83333333333377     7          6    6    1    2    7    7    3    4    5    
105        0.0044848795489492565  161.08333333333334     5          2    2    3    3    4    4    5    5    1    
10         4.2713138561421496E-4  140.94444444444457     5          3    3    1    2    4    4    5    5    5    
41         0.0017512386810182813  96.30555555555559      4          2    2    2    2    3    3    4    4    1    
44         0.0018793780967025456  79.13888888888889      8          8    8    1    2    3    4    5    6    7    
32         0.0013668204339654878  56.194444444444414     5          4    4    4    4    1    2    5    5    3    
9          3.8441824705279346E-4  31.08333333333332      6          1    2    4    4    5    5    3    6    6    
13         5.552708012984795E-4   25.638888888888882     5          4    4    4    4    1    2    5    3    5    
16         6.834102169827439E-4   20.694444444444443     7          1    2    6    6    3    4    5    7    7    
1          4.2713138561421494E-5  18.472222222222218     8          1    2    3    4    8    8    5    6    7    
12         5.125576627370579E-4   17.61111111111111      6          5    5    1    2    3    4    6    6    6    
5          2.1356569280710748E-4  17.25                  7          6    6    1    2    3    4    7    7    5    
13         5.552708012984795E-4   13.0                   4          2    2    2    2    3    3    4    1    4    
1          4.2713138561421494E-5  4.777777777777778      6          1    2    3    4    5    5    6    6    6    
2          8.542627712284299E-5   3.916666666666667      6          1    2    5    5    3    4    6    6    6    
2          8.542627712284299E-5   3.8611111111111107     6          5    5    5    1    2    3    4    6    6    
1          4.2713138561421494E-5  2.833333333333333      5          1    2    3    3    4    4    5    5    5    
1          4.2713138561421494E-5  1.9722222222222223     4          2    2    2    1    3    3    4    4    4    
1          4.2713138561421494E-5  1.9444444444444444     7          1    2    6    6    3    4    7    5    7    
1          4.2713138561421494E-5  1.0                    2          1    1    1    1    2    2    2    2    2    
1          4.2713138561421494E-5  1.0                    3          1    1    2    2    3    3    3    3    3    
1          4.2713138561421494E-5  1.0                    5          4    4    4    1    2    3    5    5    5    
1          4.2713138561421494E-5  1.0                    7          1    2    6    6    7    7    3    4    5    

