count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
1937       0.08513911476418619    21453.05555556268      8          8    8    1    2    3    4    5    6    7    
240        0.01054898685772054    19509.416666671645     6          1    2    4    4    5    5    3    6    6    
2444       0.10742384950112083    19461.13888889392      6          4    4    5    5    1    2    3    6    6    
3138       0.13792800316469606    17226.69444444866      7          6    6    1    2    3    4    5    7    7    
3728       0.16386092918992573    14133.972222225026     9          1    2    3    4    5    6    7    8    9    
4529       0.19906817282756803    10780.8333333342       8          1    2    3    4    5    6    7    8    8    
161        0.007076612017054195   6222.527777777926      8          1    2    3    4    8    8    5    6    7    
2488       0.10935783042503626    6210.972222222259      7          1    2    6    6    3    4    5    7    7    
356        0.015647663838952133   3812.6388888886654     5          2    2    3    3    4    4    1    5    5    
1580       0.06944749681332689    3294.0833333332544     8          1    2    8    8    3    4    5    6    7    
119        0.005230539316953101   1662.0833333333012     7          1    2    6    6    7    7    3    4    5    
1075       0.04725067030020658    1611.3333333333323     7          6    6    7    7    1    2    3    4    5    
327        0.014372994593644236   991.0833333333272      7          1    2    3    4    6    6    5    7    7    
134        0.005889850995560635   553.0555555555561      7          6    6    1    2    7    7    3    4    5    
304        0.01336205001977935    457.5833333333346      6          4    4    1    2    5    5    3    6    6    
108        0.004747044085974243   144.75000000000003     6          4    4    5    5    6    6    1    2    3    
6          2.637246714430135E-4   59.88888888888884      5          1    2    3    3    4    4    4    5    5    
5          2.1977055953584457E-4  50.52777777777775      5          3    3    1    2    4    4    4    5    5    
2          8.790822381433783E-5   46.555555555555536     6          1    2    4    4    5    3    5    6    6    
15         6.593116786075338E-4   42.36111111111109      4          1    1    2    2    3    3    3    4    4    
5          2.1977055953584457E-4  35.16666666666664      7          1    2    3    4    6    5    6    7    7    
3          1.3186233572150675E-4  24.44444444444445      5          3    3    4    4    5    5    5    1    2    
1          4.3954111907168915E-5  22.472222222222218     8          1    2    3    4    8    5    8    6    7    
3          1.3186233572150675E-4  21.499999999999996     6          4    4    1    2    5    3    5    6    6    
6          2.637246714430135E-4   21.083333333333325     5          2    2    3    3    4    1    4    5    5    
3          1.3186233572150675E-4  16.944444444444443     5          3    3    4    4    1    2    5    5    5    
3          1.3186233572150675E-4  13.47222222222222      6          5    5    1    2    3    4    6    6    6    
3          1.3186233572150675E-4  12.472222222222223     6          5    5    1    2    6    6    6    3    4    
1          4.3954111907168915E-5  11.361111111111112     7          1    2    6    6    3    7    7    4    5    
6          2.637246714430135E-4   10.75                  6          1    2    3    4    5    5    5    6    6    
3          1.3186233572150675E-4  8.63888888888889       7          6    6    1    2    7    3    7    4    5    
2          8.790822381433783E-5   5.75                   7          1    2    6    6    7    3    7    4    5    
4          1.7581644762867566E-4  4.944444444444445      5          2    2    3    3    1    4    4    5    5    
2          8.790822381433783E-5   4.861111111111111      6          1    2    5    5    3    4    6    6    6    
3          1.3186233572150675E-4  3.9722222222222223     6          1    2    5    5    6    6    6    3    4    
2          8.790822381433783E-5   3.861111111111111      7          1    2    3    4    5    6    7    7    7    
1          4.3954111907168915E-5  1.9166666666666665     7          1    2    3    4    7    7    7    5    6    
1          4.3954111907168915E-5  1.0                    6          1    5    5    5    2    3    4    6    6    
1          4.3954111907168915E-5  1.0                    6          5    5    5    1    2    3    4    6    6    
1          4.3954111907168915E-5  1.0                    5          3    3    1    2    4    4    5    5    5    
1          4.3954111907168915E-5  1.0                    7          1    2    3    4    5    6    6    7    7    

