count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
14705      0.6773376324274528     20144.86111111287      5          2    2    3    3    4    4    1    5    5    
1214       0.055918931368033165   5330.694444444217      6          1    2    4    4    5    5    3    6    6    
686        0.0315983417779825     4020.861111110875      6          4    4    5    5    1    2    3    6    6    
1758       0.0809765085214187     3602.861111110994      6          4    4    1    2    5    5    3    6    6    
840        0.03869184707508061    1728.305555555551      6          4    4    5    5    6    6    1    2    3    
1225       0.056425610317825885   1451.4166666666677     4          2    2    2    2    3    3    1    4    4    
272        0.012528788576692769   954.7222222222224      7          1    2    3    4    6    6    5    7    7    
117        0.005389221556886228   912.0555555555586      7          6    6    1    2    3    4    5    7    7    
169        0.007784431137724551   574.8333333333363      7          6    6    1    2    7    7    3    4    5    
127        0.005849838783970521   479.61111111111387     7          1    2    6    6    7    7    3    4    5    
100        0.004606172270842929   293.1111111111111      7          1    2    6    6    3    4    5    7    7    
65         0.0029940119760479044  270.694444444445       7          6    6    7    7    1    2    3    4    5    
4          1.8424689083371717E-4  180.25                 6          5    5    5    1    6    6    2    3    4    
4          1.8424689083371717E-4  150.08333333333334     6          1    4    2    4    5    5    3    6    6    
9          4.1455550437586366E-4  137.69444444444454     6          1    4    4    2    5    5    3    6    6    
37         0.001704283740211884   137.4444444444445      8          1    2    3    4    8    8    5    6    7    
15         6.909258406264394E-4   128.1111111111111      8          1    2    8    8    3    4    5    6    7    
68         0.0031321971441731922  109.69444444444451     5          3    3    3    1    4    4    2    5    5    
24         0.0011054813450023032  94.97222222222224      5          2    3    3    2    4    4    1    5    5    
42         0.0019345923537540304  91.38888888888894      5          1    3    3    3    4    4    2    5    5    
6          2.763703362505758E-4   87.69444444444449      6          1    5    5    5    6    6    2    3    4    
37         0.001704283740211884   85.97222222222217      5          4    4    4    4    1    2    3    5    5    
38         0.0017503454629203131  82.44444444444446      8          1    2    3    4    5    6    7    8    8    
22         0.0010133578995854444  51.555555555555536     5          3    1    3    3    4    4    2    5    5    
45         0.0020727775218793184  47.80555555555555      5          4    4    4    4    5    5    1    2    3    
20         9.212344541685859E-4   37.88888888888888      8          8    8    1    2    3    4    5    6    7    
27         0.001243666513127591   32.638888888888886     5          3    3    1    3    4    4    2    5    5    
3          1.381851681252879E-4   22.30555555555556      6          4    1    2    4    5    5    3    6    6    
1          4.6061722708429294E-5  20.138888888888882     8          1    8    8    2    3    4    5    6    7    
1          4.6061722708429294E-5  15.777777777777773     6          4    5    5    4    6    6    1    2    3    
1          4.6061722708429294E-5  14.888888888888886     6          4    5    4    5    6    6    1    2    3    
8          3.6849378166743435E-4  14.583333333333334     9          1    2    3    4    5    6    7    8    9    
4          1.8424689083371717E-4  9.63888888888889       7          1    6    6    2    3    4    5    7    7    
2          9.212344541685859E-5   6.694444444444445      7          1    6    6    2    7    7    3    4    5    
1          4.6061722708429294E-5  4.666666666666666      6          4    1    4    2    5    5    3    6    6    
3          1.381851681252879E-4   3.0                    6          5    5    5    1    2    3    4    6    6    
2          9.212344541685859E-5   2.9722222222222223     5          2    3    2    3    4    4    1    5    5    
1          4.6061722708429294E-5  2.8611111111111107     6          5    1    5    5    6    6    2    3    4    
2          9.212344541685859E-5   2.0                    6          1    5    5    5    2    3    4    6    6    
1          4.6061722708429294E-5  1.9722222222222223     5          3    3    1    2    4    4    4    5    5    
1          4.6061722708429294E-5  1.0                    6          6    6    6    6    1    2    3    4    5    
1          4.6061722708429294E-5  1.0                    4          1    1    2    2    3    3    3    4    4    
1          4.6061722708429294E-5  1.0                    6          5    5    1    5    6    6    2    3    4    
1          4.6061722708429294E-5  1.0                    6          5    1    5    5    2    3    4    6    6    

