count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
18943      0.8725472132657761     18943.0                2          1    1    1    1    2    2    2    2    2    
1188       0.054721326577614006   1646.999999999986      3          1    1    1    1    2    2    2    3    3    
692        0.031874712114233074   692.0                  3          2    2    2    2    3    3    1    3    3    
210        0.009672961768770152   669.000000000005       3          1    1    1    1    2    2    3    3    3    
486        0.022385997236296636   486.0                  4          2    2    2    2    3    3    1    4    4    
141        0.006494702901888531   141.97222222222223     3          1    1    2    2    3    3    3    3    3    
20         9.212344541685859E-4   30.388888888888882     4          1    1    2    2    3    3    3    4    4    
11         5.066789497927222E-4   12.88888888888889      5          2    2    3    3    4    4    1    5    5    
10         4.6061722708429296E-4  10.0                   4          2    2    3    3    4    4    1    4    4    
6          2.763703362505758E-4   6.0                    1          1    1    1    1    1    1    1    1    1    
2          9.212344541685859E-5   2.0                    4          1    1    2    2    3    3    4    4    4    
1          4.6061722708429294E-5  1.0                    4          3    3    1    2    4    4    4    4    4    

