count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
10794      0.722248243559719      14722.16666666779      5          2    2    3    3    4    4    1    5    5    
106        0.007092673134827702   3797.861111110913      7          1    2    6    6    7    7    3    4    5    
139        0.009300769488123119   3708.083333333148      7          1    2    6    6    3    4    5    7    7    
1032       0.0690531950485112     3644.888888888708      6          4    4    5    5    6    6    1    2    3    
144        0.009635329541652726   2551.4166666666047     7          6    6    7    7    1    2    3    4    5    
1101       0.07367012378721981    2533.388888888813      6          4    4    5    5    1    2    3    6    6    
393        0.026296420207427233   1444.8888888888603     6          4    4    1    2    5    5    3    6    6    
863        0.05774506523921044    1121.4444444444425     6          1    2    4    4    5    5    3    6    6    
80         0.005352960856473737   276.47222222222297     7          1    2    3    4    6    6    5    7    7    
58         0.0038808966209434594  188.7500000000002      7          6    6    1    2    7    7    3    4    5    
63         0.004215456674473068   134.1944444444446      7          6    6    1    2    3    4    5    7    7    
71         0.004750752760120442   87.74999999999999      4          2    2    2    2    3    3    1    4    4    
8          5.352960856473737E-4   81.72222222222229      5          4    4    4    4    1    2    3    5    5    
13         8.698561391769822E-4   71.69444444444439      8          8    8    1    2    3    4    5    6    7    
32         0.002141184342589495   60.47222222222219      8          1    2    8    8    3    4    5    6    7    
5          3.3456005352960856E-4  29.305555555555543     9          1    2    3    4    5    6    7    8    9    
12         8.029441284710606E-4   24.27777777777777      8          1    2    3    4    5    6    7    8    8    
13         8.698561391769822E-4   13.0                   8          1    2    3    4    8    8    5    6    7    
11         7.360321177651389E-4   11.0                   5          1    3    3    3    4    4    2    5    5    
4          2.6764804282368687E-4  4.916666666666666      5          4    4    4    4    5    5    1    2    3    
1          6.691201070592172E-5   1.0                    3          1    1    1    1    2    2    3    3    3    
1          6.691201070592172E-5   1.0                    5          3    1    3    3    4    4    2    5    5    
1          6.691201070592172E-5   1.0                    5          3    3    3    1    4    4    2    5    5    

