count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
13702      0.6139989245384477     21975.166666669636     5          2    2    3    3    4    4    1    5    5    
1092       0.04893350062735257    8090.888888888671      6          4    4    1    2    5    5    3    6    6    
2093       0.0937892095357591     6886.055555555449      6          4    4    5    5    6    6    1    2    3    
311        0.013936189281233196   6875.583333333847      7          6    6    1    2    3    4    5    7    7    
865        0.03876142677899265    4638.222222222012      6          1    2    4    4    5    5    3    6    6    
114        0.0051084423731851585  4186.805555555327      7          1    2    3    4    6    6    5    7    7    
627        0.028096433052518372   3993.916666666491      7          6    6    7    7    1    2    3    4    5    
2376       0.1064706936727012     3136.3888888888523     6          4    4    5    5    1    2    3    6    6    
268        0.012009320666786163   3017.1944444443443     7          6    6    1    2    7    7    3    4    5    
246        0.011023480910557448   814.6666666666648      7          1    2    6    6    3    4    5    7    7    
127        0.005690984047320308   571.1111111111137      8          8    8    1    2    3    4    5    6    7    
60         0.0026886538806237675  447.44444444444736     8          1    2    3    4    5    6    7    8    8    
227        0.01017207384835992    409.8055555555566      7          1    2    6    6    7    7    3    4    5    
59         0.0026438429826133717  181.72222222222263     8          1    2    3    4    8    8    5    6    7    
32         0.001433948736332676   126.30555555555583     9          1    2    3    4    5    6    7    8    9    
97         0.004346657107008424   97.0                   8          1    2    8    8    3    4    5    6    7    
16         7.16974368166338E-4    19.86111111111111      4          1    1    2    2    3    3    4    4    4    
1          4.4810898010396126E-5  3.8055555555555554     5          1    2    3    3    4    4    5    5    5    
2          8.962179602079225E-5   2.9722222222222223     5          3    3    1    2    4    4    5    5    5    
1          4.4810898010396126E-5  1.0                    6          5    5    1    2    3    4    6    6    6    

