count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
12945      0.5906913073237509     21552.055555558625     5          2    2    3    3    4    4    1    5    5    
462        0.02108145106091718    8457.055555556613      7          6    6    1    2    3    4    5    7    7    
3821       0.17435546429386264    8218.722222222166      6          4    4    5    5    1    2    3    6    6    
1329       0.060643394934976044   4444.999999999839      6          4    4    5    5    6    6    1    2    3    
1103       0.05033082363677846    2931.249999999921      6          4    4    1    2    5    5    3    6    6    
191        0.008715491672370523   2918.1388888887645     7          6    6    1    2    7    7    3    4    5    
709        0.032352270134611      1867.7777777777749     7          6    6    7    7    1    2    3    4    5    
27         0.0012320328542094457  1243.8611111111009     9          1    2    3    4    5    6    7    8    9    
564        0.025735797399041752   1155.583333333322      6          1    2    4    4    5    5    3    6    6    
125        0.005703855806525211   686.4444444444441      8          8    8    1    2    3    4    5    6    7    
87         0.003969883641341547   580.0277777777816      7          1    2    3    4    6    6    5    7    7    
266        0.012137805156285649   512.3611111111129      7          1    2    6    6    3    4    5    7    7    
107        0.0048825005703855805  248.05555555555588     7          1    2    6    6    7    7    3    4    5    
51         0.002327173169062286   142.6111111111111      8          1    2    3    4    5    6    7    8    8    
73         0.0033310517910107233  95.66666666666663      8          1    2    8    8    3    4    5    6    7    
24         0.0010951403148528405  24.0                   8          1    2    3    4    8    8    5    6    7    
17         7.757243896874287E-4   21.666666666666668     4          2    2    3    3    4    4    1    4    4    
2          9.126169290440338E-5   20.444444444444436     5          1    2    4    4    5    5    3    5    5    
4          1.8252338580880675E-4  4.972222222222222      4          1    1    2    2    3    3    3    4    4    
3          1.3689253935660506E-4  3.0                    5          3    3    4    4    5    1    2    5    5    
1          4.563084645220169E-5   1.9722222222222223     6          1    2    3    4    6    6    5    6    6    
1          4.563084645220169E-5   1.0                    5          3    3    1    2    4    4    4    5    5    
1          4.563084645220169E-5   1.0                    4          1    1    2    2    3    3    4    4    4    
1          4.563084645220169E-5   1.0                    5          4    4    1    2    5    5    3    5    5    
1          4.563084645220169E-5   1.0                    4          2    2    2    2    3    3    1    4    4    

