count      fraction               similarity             nclusters  d1   d2   e1   e2   x1   x2   y1   z1   z2   
8341       0.6270485641256954     11363.972222222865     5          2    2    3    3    4    4    1    5    5    
855        0.06427604871447902    2885.277777777662      6          4    4    5    5    6    6    1    2    3    
727        0.054653435573597954   2079.166666666618      6          4    4    5    5    1    2    3    6    6    
1614       0.12133513757329725    1806.7500000000007     4          2    2    2    2    3    3    1    4    4    
100        0.007517666516313336   1747.499999999942      5          4    4    4    4    5    5    1    2    3    
659        0.04954142234250489    1460.3888888888728     6          1    2    4    4    5    5    3    6    6    
42         0.0031574199368516014  1381.8055555555245     7          1    2    3    4    6    6    5    7    7    
126        0.009472259810554804   766.2222222222209      7          1    2    6    6    7    7    3    4    5    
249        0.018718989625620207   586.611111111112       6          4    4    1    2    5    5    3    6    6    
104        0.007818373176965869   409.4166666666689      7          1    2    6    6    3    4    5    7    7    
35         0.002631183280709668   255.44444444444517     7          6    6    1    2    7    7    3    4    5    
11         8.26943316794467E-4    214.8055555555555      8          1    2    3    4    5    6    7    8    8    
122        0.00917155314990227    192.41666666666688     7          6    6    7    7    1    2    3    4    5    
3          2.255299954894001E-4   110.3333333333335      5          2    3    3    2    4    4    1    5    5    
27         0.0020297699594046007  99.02777777777787      7          6    6    1    2    3    4    5    7    7    
6          4.510599909788002E-4   96.02777777777791      6          5    1    5    5    2    3    4    6    6    
80         0.006014133213050669   93.36111111111113      5          3    1    3    3    4    4    2    5    5    
67         0.005036836565929935   89.38888888888891      5          4    4    4    4    1    2    3    5    5    
6          4.510599909788002E-4   76.75                  9          1    2    3    4    5    6    7    8    9    
26         0.0019545932942414673  54.80555555555554      8          1    2    8    8    3    4    5    6    7    
9          6.765899864682003E-4   33.80555555555555      6          5    5    5    1    2    3    4    6    6    
28         0.0021049466245677342  33.638888888888886     5          1    3    3    3    4    4    2    5    5    
16         0.0012028266426101339  22.61111111111111      5          3    3    3    1    4    4    2    5    5    
3          2.255299954894001E-4   19.80555555555555      6          4    1    4    2    5    5    3    6    6    
7          5.262366561419336E-4   17.222222222222218     6          5    1    5    5    6    6    2    3    4    
1          7.517666516313337E-5   16.611111111111107     6          5    5    5    1    6    6    2    3    4    
8          6.014133213050669E-4   15.527777777777779     8          1    2    3    4    8    8    5    6    7    
1          7.517666516313337E-5   13.083333333333332     7          7    7    7    1    2    3    4    5    6    
8          6.014133213050669E-4   9.888888888888888      5          3    3    1    3    4    4    2    5    5    
7          5.262366561419336E-4   8.833333333333334      6          6    6    6    6    1    2    3    4    5    
4          3.0070666065253347E-4  6.75                   8          8    8    1    2    3    4    5    6    7    
1          7.517666516313337E-5   4.694444444444445      7          6    1    2    6    3    4    5    7    7    
1          7.517666516313337E-5   3.7499999999999996     7          6    1    6    2    7    7    3    4    5    
1          7.517666516313337E-5   2.8611111111111107     6          1    5    5    5    6    6    2    3    4    
2          1.5035333032626674E-4  2.0                    4          1    1    2    2    3    3    4    4    4    
2          1.5035333032626674E-4  2.0                    7          7    1    7    7    2    3    4    5    6    
1          7.517666516313337E-5   1.9166666666666665     6          1    4    4    2    5    5    3    6    6    
1          7.517666516313337E-5   1.0                    6          5    5    1    5    2    3    4    6    6    
1          7.517666516313337E-5   1.0                    6          1    5    5    5    2    3    4    6    6    

